"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0009849","04","1","01","04","1","4","1","","","","","004000000","004000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","05","1","4","1","","","","","002000000","001200000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","06","1","4","1","","","","","002000000","001200000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","07","4","4","1","","","","","003000000","002500000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","08","2","5","1","","","","","002600000","002600000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","09","2","5","1","","","","","002600000","002600000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","10","2","5","1","","","","","002600000","002600000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","11","2","5","1","","","","","002600000","000260000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","12","2","5","1","","","","","001000000","001000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","13","2","5","1","","","","","001000000","001000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","14","2","5","1","","","","","001000000","001000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","01","15","2","5","1","","","","","001000000","001000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009849","04","1","02","01","1","5","1","","","","","002000000","002000000","0","2","","","","","","","","","221","0001894",2778,"4","1"
"0009851","05","1","01","01","1","6","1","","","","","000278000","000278000","0","1","10","00300000","02600","99999999","01","06","99","9","220","0001895",3229,"3","1"
"0009853","02","1","03","01","2","5","1","","","","","999999999","000100000","0","2","","","","","","","","","221","0001896",2924,"4","1"
"0009853","02","1","03","02","2","5","1","","","","","999999999","000100000","0","2","","","","","","","","","221","0001896",2924,"4","1"
"0009855","04","1","01","01","1","6","1","","","","","000800000","000350000","0","2","","","","","","","","","221","0001896",2924,"4","1"
"0009856","05","1","01","01","1","2","1","","","","","000500000","999999999","0","2","","","","","","","","","221","0001896",2924,"4","1"
"0009856","05","1","01","02","2","5","1","","","","","000500000","999999999","0","2","","","","","","","","","221","0001896",2924,"4","1"
"0009859","03","1","02","01","1","6","1","","","","","001100000","000000080","0","2","","","","","","","","","220","0001897",4045,"3","1"
